,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_dls
5851,29935922,Bright Nuñez home with amazing  balcony.WIF 100 Mb,3155538,Jorge & Cynthia,Nuñez,-34.54943,-58.45436,Entire home/apt,5790,6,28,2022-07-25,0.64,2,75,9,38.17
5852,29791765,Amplio y luminoso Monoambiente,142100393,Carolina,Palermo,-34.56313,-58.44023,Entire home/apt,3639,3,75,2022-09-19,1.66,2,156,33,23.99
5853,29938320,Comfortable room / private bathroom in Recoleta.,225093356,Alejandro,Recoleta,-34.59387,-58.40419,Private room,4198,3,14,2022-07-18,0.3,1,325,2,27.68
5854,29943551,Un cálido rincón en Belgrano,224548313,Monica,Palermo,-34.56863,-58.4442,Private room,4550,2,9,2019-12-21,0.19,1,89,0,30.0
5855,29944050,Apartamento Belmonte lll semipiso de categoria,94414511,Sergio,Liniers,-34.64071,-58.51934,Entire home/apt,8000,5,8,2019-11-17,0.17,6,1,0,52.75
5856,29792095,INCREÍBLE DEPARTAMENTO ENTERO CON TERRAZA PARA DOS,124248745,Flor,Belgrano,-34.55093,-58.44988,Entire home/apt,4343,4,10,2019-09-26,0.21,2,0,0,28.63
5857,29797993,Lovely Apart in Recoleta with excellent location,224183752,Javier,Recoleta,-34.58928,-58.40378,Entire home/apt,4922,4,89,2022-07-23,1.89,3,262,15,32.45
5858,29798350,Encantador escondite en Palermo.,33284206,Lucia,Recoleta,-34.59458,-58.41284,Entire home/apt,6514,2,14,2022-09-14,0.3,2,285,11,42.95
5859,29800853,Semipiso familiar en barrio elegante,47509610,Diego,Palermo,-34.56706,-58.43366,Entire home/apt,4053,3,0,0,0.0,1,173,0,26.72
5860,29801682,Depto./Estudio con mucha clase.,224212834,Mariano,Almagro,-34.60070467773482,-58.42675959755324,Entire home/apt,4986,1,1,2022-09-20,1.0,1,364,1,32.87
5861,29945474,Viví mi Casa  - Hermosa habitación privada.,198381308,Viviana,Boedo,-34.62523,-58.41234,Private room,2400,1,68,2022-09-18,1.47,1,293,16,15.82
5862,29946200,Recoleta Premium apartment free parking security 5,29435081,Rodo,Recoleta,-34.58906,-58.39713,Entire home/apt,10856,2,50,2022-08-29,1.09,3,144,36,71.58
5863,29947566,Recoleta Premium apartment free parking security 4,29435081,Rodo,Recoleta,-34.59062,-58.39591,Entire home/apt,10049,2,31,2022-09-13,0.67,3,188,2,66.26
5864,29803943,"Private Big Room & Bathroom with Balcony, Recoleta",69159978,Sofia,Recoleta,-34.59469,-58.4059,Private room,2895,2,1,2018-11-23,0.02,1,0,0,19.09
5865,29951456,Espacio Esférico,225186470,Maria Del Huerto,San Cristobal,-34.62324,-58.40109,Private room,685,3,0,0,0.0,1,0,0,4.52
5866,29816317,Elegant apartment in Retiro - The best location,11256892,HomelyJoy,Retiro,-34.59829,-58.37265,Entire home/apt,5790,2,57,2022-09-10,1.21,43,119,22,38.17
5867,29818976,Apartamento en Belgrano entero 6 huespedes,213126432,Blanca Beatriz,Colegiales,-34.57197,-58.44352,Entire home/apt,14747,4,15,2022-07-16,0.33,1,153,5,97.23
5868,29954687,Ambiente y medio zona Centro,76233796,Karin Amalia,San Nicolas,-34.60851,-58.38296,Entire home/apt,5356,2,6,2022-09-19,0.13,1,174,4,35.31
5869,29824622,apartamento en Palermo/cañitas,4222364,Brian,Palermo,-34.57402,-58.43139,Entire home/apt,6080,2,22,2022-08-23,0.47,12,347,16,40.09
5870,29954702,Apartamento 50 m2 edificio premium seguridad 24 hs,176181334,Fernando,San Telmo,-34.62139,-58.36731,Entire home/apt,30000,2,43,2020-03-16,0.92,1,177,0,197.8
5871,29825833,OPEN VIEW Apartment,9052034,Pablo,Belgrano,-34.56702,-58.46541,Entire home/apt,4053,5,39,2021-09-06,0.84,1,233,0,26.72
5872,29955828,Práctico Departamento en la Ciudad de Buenos Aires,225014834,Manuel,Almagro,-34.6069,-58.41634,Entire home/apt,2895,6,19,2022-09-05,0.41,2,321,10,19.09
5873,29827589,Stylish duplex in Caseros Boulevard | San Telmo,54752830,Miranda Y Abril,San Telmo,-34.62593,-58.37307,Entire home/apt,4500,3,16,2020-03-06,0.41,4,140,0,29.67
5874,30046766,Recoleta apartment,202831384,Federico,Recoleta,-34.58576,-58.39715,Entire home/apt,5211,3,26,2021-10-11,0.57,2,51,1,34.36
5875,30056806,Best location in Palermo Soho with amazing view II,26988723,Facundo,Palermo,-34.58907,-58.4242,Entire home/apt,10856,4,95,2022-03-21,2.04,3,79,13,71.58
5876,29960390,Cálida Casa en el Corazón de Palermo Hollywood,3595203,Martín Y Sol,Palermo,-34.58299,-58.43696,Entire home/apt,8727,3,49,2022-08-28,1.11,1,145,1,57.54
5877,30060542,Cozy studio in Recoleta.,190487060,Cora,Retiro,-34.59289,-58.38407,Entire home/apt,5066,7,84,2022-08-26,1.8,3,105,13,33.4
5878,29961216,Luminoso y tranquilo Dpto en Cañitas,73209747,Soledad,Palermo,-34.5735,-58.43244,Entire home/apt,3619,3,1,2019-04-01,0.02,1,265,0,23.86
5879,29962460,1.6-Palermo Queens/ Studio / SOHO/Movistar Arena,138995657,Valeria,Villa Crespo,-34.59527,-58.44048,Entire home/apt,4922,2,100,2022-09-21,2.19,4,285,31,32.45
5880,30064569,"Estilo Antiguo, calidez y amplitud",225929127,Monse,San Cristobal,-34.62007,-58.39274,Entire home/apt,7238,3,6,2019-11-03,0.13,1,179,0,47.72
5881,30077192,"APART. OBELISCO CENTRO ,CON BALCON.",14199716,Cristina,San Nicolas,-34.60358,-58.38522,Entire home/apt,3247,7,9,2022-07-07,0.22,7,130,3,21.41
5882,29963969,☀️Just Blocks from San Telmo Market w Rooftop Pool!,138634630,Matias,San Telmo,-34.62361,-58.3751,Entire home/apt,6514,1,33,2022-08-27,0.72,1,304,10,42.95
5883,30079768,Departamento Studio Alto Palermo,95628232,Fernando,Palermo,-34.58659,-58.41159,Entire home/apt,4777,7,6,2021-04-24,0.13,7,335,0,31.5
5884,29965248,Stunning Boutique Apartment in Palermo Hollywwod,50192055,Sebas,Palermo,-34.57801,-58.43352,Entire home/apt,9099,3,46,2020-02-29,0.99,1,79,0,59.99
5885,29967067,Habitación Privada DOBLE con Baño Privado.,140656316,Gonzalo,Palermo,-34.57517,-58.433,Hotel room,5066,1,0,0,0.0,4,119,0,33.4
5886,29967625,SINGLE Private Room With Shared Bathroom,140656316,Gonzalo,Palermo,-34.57699,-58.43399,Private room,3619,1,0,0,0.0,4,108,0,23.86
5887,30080549,VELEN´S APARTMENT IN PALERMO SOHO,20583018,Emanuel,Palermo,-34.58342,-58.42797,Entire home/apt,4405,1,100,2022-03-27,2.13,11,163,3,29.04
5888,30082158,Studio Guardia Vieja - Style New,226041956,Felipe,Almagro,-34.59997,-58.4178,Entire home/apt,4715,2,61,2022-08-27,1.31,2,173,22,31.09
5889,29977554,Departamento super céntrico,225373518,Maria Luz,San Nicolas,-34.59957,-58.37686,Entire home/apt,3619,7,5,2022-07-21,0.15,1,52,3,23.86
5890,30085002,Departamento Mono-ambiente,155839393,Carlos,Balvanera,-34.61194,-58.39743,Entire home/apt,3185,5,36,2022-09-03,0.78,1,138,15,21.0
5891,29977628,Alquilo depto amoblado 3 amb. Barrio San Cristóbal,50370153,Patricio,San Cristobal,-34.6241,-58.39583,Entire home/apt,3619,1,23,2022-06-29,0.51,1,248,22,23.86
5892,29978132,Loft Recoleta Pool & Garden Dpto c/ pileta y patio,134949216,Juan Jose,Recoleta,-34.59626,-58.4095,Entire home/apt,4632,2,65,2022-01-20,1.4,1,143,1,30.54
5893,30086866,Pleno Palermo Jardín Botánico: moderno y luminoso.,22385346,Celeste,Palermo,-34.58147,-58.41596,Entire home/apt,7000,3,45,2022-06-20,0.97,5,82,7,46.15
5894,29982137,Hermoso y cómodo departamento en Cañitas,27439520,Teodoro,Palermo,-34.56925,-58.43135,Entire home/apt,5000,4,1,2022-06-20,0.32,2,325,1,32.97
5895,29983290,Hermoso Departamento en Palermo Queen,157508804,Alan Maximiliano,Villa Crespo,-34.59417,-58.44064,Entire home/apt,3040,5,70,2022-09-19,1.58,1,338,2,20.04
5896,29985874,Cómodo y luminoso depto a estrenar p/4. C/Piscina.,21896523,Hernán,Recoleta,-34.58617,-58.40508,Entire home/apt,4343,3,32,2022-04-30,0.68,1,128,2,28.63
5897,29986094,1 ambiente bien ubicado Almagro. Hospital Italiano,158197826,Pablo,Almagro,-34.60707,-58.42283,Entire home/apt,4500,4,7,2019-10-29,0.15,1,34,0,29.67
5898,30087191,"Dpto de 1 dormitorio, 4 Personas en Centro de BA",55553719,For Rent Argentina,San Nicolas,-34.60068,-58.37664,Entire home/apt,10567,5,1,2018-12-03,0.02,112,264,0,69.67
5899,30087346,Departamento - Centro (Obelisco),59788993,Marina,San Nicolas,-34.60015,-58.38867,Entire home/apt,14475,4,3,2019-02-14,0.07,1,270,0,95.44
5900,29987432,Clásico departamento en Retiro para 3 personas,174197440,Soledad,Retiro,-34.59444,-58.37849,Entire home/apt,7238,2,34,2022-01-09,0.73,1,233,3,47.72
5901,29994189,Brand New & Stylish Rodriguez Peña & Santa Fe,194945111,Maria Eugenia,Recoleta,-34.59747,-58.3912,Entire home/apt,5645,1,93,2021-12-26,1.98,3,144,4,37.22
5902,30087446,"Hermoso, amplio y acogedor- Corazón de Palermo",704480,Romina,Palermo,-34.5829,-58.4261,Entire home/apt,26779,4,1,2022-04-16,0.19,1,324,1,176.56
5903,30101004,Departamento de 1 ambiente grande en recoleta,49337392,Maria Eugenia,Recoleta,-34.59365,-58.40178,Entire home/apt,2895,3,21,2022-08-31,0.45,2,287,13,19.09
5906,30103106,Fancy rooms in shared apartment (Recoleta),224642819,Annika,Retiro,-34.59654,-58.37942,Private room,2461,14,2,2019-08-10,0.05,6,28,0,16.23
5907,30003211,Habitación amplia con buena ubicación I,225536196,Celina,Balvanera,-34.60667,-58.40636,Private room,2600,2,37,2022-08-15,0.8,2,343,10,17.14
5908,30103627,"Fancy rooms in shared apartment (Recoleta), ROOM 2",224642819,Annika,Retiro,-34.59652,-58.37938,Private room,2461,14,0,0,0.0,6,32,0,16.23
5909,30103974,Donde los sueños se hacen realidad,226196137,Sara Alicia,Puerto Madero,-34.60169,-58.36286,Private room,2000,7,7,2020-03-14,0.16,1,79,0,13.19
5910,30104192,Individual room in shared apartment (Recoleta),224642819,Annika,Retiro,-34.5966,-58.38105,Private room,2461,14,0,0,0.0,6,26,0,16.23
5911,30104360,Fancy rooms in shared apartment Recoleta,224642819,Annika,Retiro,-34.5965,-58.37961,Private room,2461,7,1,2019-03-31,0.02,6,119,0,16.23
5912,30105922,Puro sol y frescura en excelente ubicacion,206252399,Nelida,Colegiales,-34.56758,-58.45226,Private room,5790,6,0,0,0.0,1,88,0,38.17
5913,30107601,"Palermo Soho cerca de todo, Luz, Lavarropas, WiFi",185056516,Argui,Palermo,-34.59062,-58.42931,Entire home/apt,6514,2,67,2022-08-07,1.43,1,313,10,42.95
5914,30011204,Ecrin de verdure au cœur de Recoleta,5184726,Anne,Recoleta,-34.59213,-58.38895,Entire home/apt,12903,4,1,2018-12-14,0.02,1,177,0,85.07
5915,30011420,Little England Apartment,225588188,Julieta,Recoleta,-34.58533,-58.39406,Entire home/apt,4053,2,21,2022-09-18,0.45,5,148,11,26.72
5916,30108086,Recoleta Chic welcomes you!,104776103,Male,Recoleta,-34.58701,-58.38613,Entire home/apt,5066,1,2,2018-11-27,0.04,1,88,0,33.4
5917,30012049,Casa Frida Kahlo,225591974,Esteban,San Telmo,-34.62314,-58.37132,Private room,14475,2,0,0,0.0,1,89,0,95.44
5918,30109459,"Apartment w/amenities, 21st floor panoramic view",471776,Elena,San Telmo,-34.61755,-58.36809,Entire home/apt,10856,3,59,2021-05-13,1.39,2,345,0,71.58
5919,30014693,Colegiales Home with a View,2017830,Barbara,Colegiales,-34.5737,-58.44391,Entire home/apt,2378,1,5,2022-09-12,0.11,33,337,4,15.68
5920,30109828,Stunning studio-apartment in Recoleta.,4891220,Celeste,Recoleta,-34.5863,-58.38995,Entire home/apt,5790,5,49,2022-09-11,1.05,3,80,20,38.17
5921,30016742,Lovely apartment with terrace for 3,33310266,Sofia,San Telmo,-34.62647,-58.37451,Entire home/apt,5790,3,47,2020-03-09,1.01,2,101,0,38.17
5922,30122767,BEST place for an EASY CONNECTION with all BA,207729244,Agustina,Balvanera,-34.60852,-58.40347,Entire home/apt,1450,10,39,2020-03-21,0.91,1,0,0,9.56
5923,30029431,Spacious Studio in Palermo/Recoleta + SwimmingPool,132838002,Pablo,Recoleta,-34.59124,-58.40388,Entire home/apt,6617,28,8,2019-05-04,0.17,74,277,0,43.63
5924,30128510,Super Balcón ! Sol. A Estrenar. Palermo Hollywood,226387557,Mimí,Palermo,-34.57848,-58.42961,Entire home/apt,5790,20,33,2022-08-04,0.73,1,18,5,38.17
5925,30032157,Moderno y luminoso departamento en Villa Urquiza,1668398,Graciela,Villa Urquiza,-34.57188,-58.48202,Private room,1857,4,1,2018-12-13,0.02,1,88,0,12.24
5926,30128678,Agradable,226388512,Roberto,Recoleta,-34.59582,-58.40096,Private room,2500,7,0,0,0.0,1,364,0,16.48
5927,30143273,Recoleta House VB,226236762,Victoria,Recoleta,-34.59472,-58.39979,Entire home/apt,5645,2,87,2020-03-16,1.87,1,79,0,37.22
5928,30149597,Beautiful  Art Deco Apartment,12429831,Laura,Balvanera,-34.60224,-58.40138,Entire home/apt,6080,2,18,2022-07-28,0.4,1,170,11,40.09
5929,30035469,Unbeatable Buenos Aires Location/ Studio,34522998,Loli,Recoleta,-34.58699,-58.38866,Entire home/apt,5935,2,40,2022-09-18,0.85,1,165,23,39.13
5930,30038995,Amazing two Floors apartment in Palermo,15466789,Juan,Palermo,-34.5877,-58.41954,Entire home/apt,14475,7,0,0,0.0,53,0,0,95.44
5931,30151982,Departamento en PALERMO con terraza de uso privado,226537789,Ignacio,Palermo,-34.58494,-58.43414,Entire home/apt,9409,3,69,2022-07-31,1.49,1,174,24,62.04
5932,30042397,Comfortable loft in the heart of Palermo Hollywood,20174177,Daniel,Palermo,-34.5807,-58.43262,Entire home/apt,5066,7,3,2020-12-12,0.07,5,240,0,33.4
5933,30042701,Cozy,46972596,Mauricio,Recoleta,-34.58708,-58.40859,Entire home/apt,3325,5,54,2022-09-20,1.16,5,320,15,21.92
5934,30153937,Departamento muy luminoso,51093642,Roberto,San Telmo,-34.61849,-58.37669,Entire home/apt,4632,2,50,2020-03-30,1.07,2,265,0,30.54
5935,30170384,"Heart of Palermo Soho, big and luminous room",13099205,Claudia,Palermo,-34.59179,-58.43358,Private room,2461,2,19,2021-10-31,0.42,2,73,1,16.23
