,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_dls
9308,40235887,Enjoy Palermo/Best Location/Fully Equiped,100534917,Santiago,Palermo,-34.58015,-58.40824,Entire home/apt,3011,2,59,2022-09-20,1.73,3,343,37,19.85
9309,40392101,3 ambientes en Cordoba y Maipu,7786587,Maximiliano,Retiro,-34.59842,-58.37433,Entire home/apt,6948,30,0,0,0.0,106,363,0,45.81
9310,40237241,SOLER ART STUDIOS - III B,310761102,Nestor,Palermo,-34.58032,-58.43522,Entire home/apt,4385,3,97,2022-08-18,2.82,1,2,58,28.91
9311,40393471,"Cálido Estudio. Centro porteño, metros de Obelisco",124705085,Javier,San Nicolas,-34.603004,-58.382488,Entire home/apt,4731,3,10,2022-09-15,3.03,1,335,10,31.19
9312,40238213,"Cool Aparment #fantastic Location, Cañitas",58156425,Maria Elisa,Palermo,-34.56541,-58.43209,Entire home/apt,5790,5,2,2022-09-11,0.2,1,353,2,38.17
9313,40466730,1 Bedroom Promenade,15900304,Gabriel,Palermo,-34.58898,-58.41207,Entire home/apt,7238,5,2,2020-01-22,0.06,51,0,0,47.72
9314,40393542,Downtown Bs As 4 pax Callao y Tucumán,3882929,Florencia,Balvanera,-34.60309,-58.39353,Entire home/apt,8540,3,26,2022-09-16,0.77,18,126,20,56.31
9315,40394519,Beautiful Studio in Palermo Soho 1,312242867,Gaston,Palermo,-34.58013,-58.42584,Entire home/apt,6514,2,4,2020-03-06,0.12,2,227,0,42.95
9316,40468050,Double room in Palermo with A/C,166596457,Mariano,Palermo,-34.58205,-58.42312,Private room,1450,1,5,2020-02-29,0.15,1,0,0,9.56
9317,40470088,San Telmo ubicación única ! Impecable studio!,1265673,Glenda Sol,Boca,-34.62599,-58.36325,Entire home/apt,4343,5,2,2022-07-17,0.47,1,172,2,28.63
9318,40394937,Studio Amplio y Luminoso. Look & Feel de Cineasta.,223369308,Juane,Balvanera,-34.612,-58.40041,Entire home/apt,3619,2,7,2022-09-13,0.21,1,88,6,23.86
9319,40395133,Viedma House,312247355,Gabi,Liniers,-34.63737,-58.52122,Entire home/apt,28806,20,0,0,0.0,1,90,0,189.93
9320,40471351,Habitación con Cama Single,157181698,Aurora Josefa,Retiro,-34.59754,-58.38637,Private room,2171,3,23,2022-09-05,0.68,2,312,9,14.31
9321,40399074,Amplio y Luminoso Apartamento en la mejor zona,212044184,Santiago,Caballito,-34.61997,-58.42907,Entire home/apt,4053,5,36,2022-09-19,1.06,1,125,20,26.72
9322,40472333,Casa vintage,313198750,Javi,San Telmo,-34.61712,-58.37297,Private room,3619,2,1,2022-04-14,0.19,1,90,1,23.86
9323,40399422,Live Soho II- Terrace View - Barbacue - Laundry | Welcome2BA Team,2597734,Welcome2BA,Palermo,-34.58373,-58.4239,Entire home/apt,5314,4,13,2022-06-12,0.54,41,101,9,35.04
9324,40472695,Casa Clorofila - Room at Traditional Palermo House,7594400,Carolina,Palermo,-34.57905,-58.43339,Private room,4053,6,2,2022-07-26,0.23,2,364,2,26.72
9326,40481354,Cozy apartment in the heart of Palermo,54370757,Agustin,Palermo,-34.57651,-58.42212,Entire home/apt,6080,5,8,2020-03-14,0.24,1,110,0,40.09
9328,40417023,Hermoso Apartamento a estrenar palermo Hollywood,93748691,Adrian,Palermo,-34.57647,-58.42987,Entire home/apt,7340,1,81,2022-09-20,2.4,17,292,41,48.39
9329,40481637,Calidad y calidez en Buenos Aires. Te espero!!,8709045,Maria Eugenia,Palermo,-34.59154,-58.41328,Entire home/apt,3474,7,17,2022-08-25,0.51,1,212,7,22.9
9330,40485073,Cálido departamento con gran terraza soleada !,9371537,Maria Ines,San Telmo,-34.62658,-58.374,Entire home/apt,6080,3,11,2022-03-26,0.33,1,58,6,40.09
9331,40420054,TEMPORIS,114417270,Roque,Villa Crespo,-34.59779,-58.42551,Entire home/apt,5066,1,3,2020-01-24,0.09,1,0,0,33.4
9332,40490204,Bello monoambiente con la mejor vista de BsAs,249521306,Veronica,San Nicolas,-34.60334,-58.37719,Entire home/apt,4280,2,36,2022-09-20,1.06,1,96,25,28.22
9333,40424942,2 amb en Soler y Scalabrini Ortiz,7786587,Maximiliano,Palermo,-34.5887,-58.42171,Entire home/apt,8685,7,0,0,0.0,106,326,0,57.26
9334,40493051,Vista abierta! Palermo central,313478034,Mercedes,Palermo,-34.57854,-58.42796,Entire home/apt,4198,14,36,2022-08-15,1.07,1,12,18,27.68
9335,40425088,Excelente 3 dormitorios con cochera en Palermo,87617689,Martin,Palermo,-34.57485,-58.4193,Entire home/apt,8685,7,10,2022-07-31,0.57,2,96,8,57.26
9336,40425981,"Recoleta, luz, sol, seguridad. Ubicación perfecta.",56115317,Marta,Recoleta,-34.59454,-58.40079,Entire home/apt,4570,15,3,2022-01-18,0.3,2,254,3,30.13
9337,40499771,La mejor terraza de Nuñez; todo aire y sol,3273313,Mercedes,Nuñez,-34.54905,-58.4658,Entire home/apt,13028,2,0,0,0.0,1,145,0,85.9
9338,40427067,Depto en una de las mejores zona de Palermo!!,27661291,Ianina,Recoleta,-34.59393,-58.41294,Entire home/apt,3102,2,14,2022-09-05,0.42,1,343,7,20.45
9339,40436526,ELEGANT AND SUNNY (elegante y soleado),29089839,Silvia,Almagro,-34.61046,-58.42555,Entire home/apt,6514,7,0,0,0.0,1,83,0,42.95
9340,40504963,"Large two room apartment, Palermo Soho, w/parking",55277700,Marile,Palermo,-34.58299,-58.42494,Entire home/apt,5645,3,40,2022-09-13,1.19,1,0,32,37.22
9341,40441577,IQ Recoleta Plaza,257960394,Luisa,Recoleta,-34.59514,-58.38921,Entire home/apt,6845,2,39,2022-08-28,1.15,1,62,30,45.13
9342,40509221,Monoambiente Melian,249868563,Augusto,Saavedra,-34.5569,-58.47973,Entire home/apt,4500,25,14,2020-03-22,0.41,7,239,0,29.67
9343,40509850,Loft A 6 cuadras del Cementerio  Recoleta,183150523,Raquel,Recoleta,-34.58849,-58.40011,Entire home/apt,5501,4,10,2022-08-28,0.3,6,129,6,36.27
9344,40442129,Excelente departamento Premium en Palermo!,139190879,Javier,Palermo,-34.57972,-58.41428,Entire home/apt,21713,3,12,2022-07-25,0.35,5,70,8,143.16
9345,40514269,2 amb. en V Crespo con parrilla y 2 bicis gratis!,61168171,Daniela,Villa Crespo,-34.59678,-58.44174,Entire home/apt,4185,5,39,2022-09-11,1.19,2,99,29,27.59
9346,40447052,"DEPTO. EN PALERMO, INMEJORABLE UBICACIÓN!",84569817,Magdalena,Palermo,-34.58075,-58.41086,Entire home/apt,5066,2,2,2020-01-09,0.06,1,70,0,33.4
9347,40518178,Recoleta French Area !!!,5648755,Federico,Retiro,-34.58874,-58.3832,Entire home/apt,5066,2,7,2020-02-27,0.21,6,28,0,33.4
9348,40447506,"Palermo Soho, departamento completo.",260669226,Claudia,Palermo,-34.5856,-58.44238,Entire home/apt,6000,2,1,2022-07-03,0.37,1,22,1,39.56
9349,40520869,Beautiful Studio @ Palermo Chico,14687162,Agus Y Santi,Palermo,-34.58033,-58.40892,Entire home/apt,3619,2,12,2022-04-01,0.35,2,136,5,23.86
9350,40528828,Muy luminoso y cómodo con vista a Recoleta piso10,210147055,Giorgina,Recoleta,-34.59925,-58.39093,Entire home/apt,3619,3,15,2022-03-08,0.44,68,185,6,23.86
9351,40447735,LUXURY Apartment - ARCOS 2C,264134143,Baires Homes,Palermo,-34.56761,-58.44621,Entire home/apt,8540,2,31,2022-09-11,0.94,7,37,11,56.31
9352,40449037,Antique PH type apartment  w/ two bedrooms,9944323,Pablo,Balvanera,-34.60996,-58.40255,Entire home/apt,5790,4,15,2022-08-17,0.47,24,167,11,38.17
9353,40528878,Cozy apartment in Villa Crespo,113829401,Florencia,Villa Crespo,-34.59842,-58.42866,Entire home/apt,3185,2,3,2022-02-15,0.09,2,250,1,21.0
9354,40451112,Confortable estudio en casco histórico de Baires,305278725,Liliana,Monserrat,-34.61637,-58.37937,Entire home/apt,5356,3,0,0,0.0,1,1,0,35.31
9355,40531424,"Departamento para 4 p,con piscina,bici, en Palermo",93748691,Adrian,Palermo,-34.57778,-58.43118,Entire home/apt,5231,1,23,2022-09-18,0.68,17,144,21,34.49
9356,40532530,Bravo Aps.,55787763,Gabi,Recoleta,-34.594654,-58.414639,Entire home/apt,3619,12,11,2022-09-03,0.34,2,49,5,23.86
9357,40536687,Chic Apartment in Cañitas (Palermo),11256892,HomelyJoy,Palermo,-34.56841,-58.43215,Entire home/apt,6080,2,50,2022-09-14,1.47,43,290,41,40.09
9358,40451368,Palermo Soho Home Apart. en Soler y Borges,50551152,Estela,Palermo,-34.58682,-58.42472,Entire home/apt,5356,5,10,2022-08-29,0.3,2,310,7,35.31
9359,40553640,Hermoso departamento en el mejor lugar de Bs As.,314155214,Guadalupe,Recoleta,-34.58829,-58.39613,Entire home/apt,7238,2,24,2022-01-15,0.71,1,240,1,47.72
9360,40452508,Cozy & Best Location in Buenos Aires -Nespresso :),91174883,Daniel,Retiro,-34.59651,-58.37209,Entire home/apt,3946,2,64,2022-09-19,1.91,5,308,55,26.02
9361,40452885,Lovely & Best Location in Buenos Aires  :),91174883,Daniel,Retiro,-34.59788,-58.37199,Entire home/apt,5108,2,76,2022-09-15,2.26,5,283,62,33.68
9362,40458264,Comfortable apt. in the Heart of Buenos Aires :),91174883,Daniel,San Nicolas,-34.6009,-58.37303,Entire home/apt,4487,2,60,2022-09-07,1.79,5,293,46,29.58
9363,40556176,Encantador apartamento en el centro de Recoleta,314031255,Ana Inés,Recoleta,-34.59612,-58.39251,Entire home/apt,6514,3,43,2022-09-20,1.28,1,0,28,42.95
9364,40557184,Departamento con excelente ubicación,68935603,Martin,Recoleta,-34.58715,-58.39782,Entire home/apt,5066,15,0,0,0.0,1,0,0,33.4
9365,40461660,Depto amoblado a dos cuadras del hospital Italiano,16128446,Christian,Almagro,-34.60631,-58.4264,Entire home/apt,2171,30,7,2021-09-07,0.22,12,79,0,14.31
9366,40462561,"Obelisco, icono de Buenos Aires",143616244,Liliana,San Nicolas,-34.60485,-58.38253,Entire home/apt,8685,2,20,2022-08-30,0.59,5,61,11,57.26
9367,40465127,RELAX & GRAN UBICACION EN RECOLETA,238668912,Mirta,Recoleta,-34.59011,-58.39894,Entire home/apt,4053,4,8,2022-08-25,0.25,4,141,5,26.72
9368,40559902,Luminoso y Amplio 2 ambientes/Pleno Palermo Viejo,16677184,Maik,Palermo,-34.59012,-58.42489,Entire home/apt,5253,4,13,2022-01-31,0.38,2,60,7,34.63
9369,40465555,Un lugar en Palermo Hollywood,209555181,Marcos Gabriel,Palermo,-34.58344,-58.43339,Entire home/apt,4053,20,13,2022-07-10,0.39,1,223,8,26.72
9370,40720696,1-Bdr apartment in Trendy Palermo Soho,262021444,Palermo Soho Lofts,Palermo,-34.58834,-58.42953,Entire home/apt,11870,3,12,2022-09-11,0.36,5,345,10,78.26
9371,40721492,3º A Dos ambientes Nuevo Super  Equipado,229275787,Alberto Jorge,Almagro,-34.60116,-58.41939,Entire home/apt,21713,3,1,2020-01-11,0.03,9,50,0,143.16
9372,40560729,"Great apartment 1 bedroom, Alto Palermo.",314232087,Raul Bernardo,Recoleta,-34.58915,-58.40866,Entire home/apt,5790,5,9,2022-09-06,0.29,1,268,8,38.17
9373,40562464,Space  art & sex,314262251,Jessie,San Nicolas,-34.60588,-58.39158,Entire home/apt,21713,1,0,0,0.0,1,177,0,143.16
9374,40725559,Hermosa CASA ENTERA en Congreso. Patio y WIFI !!!,50148555,Silvina,Balvanera,-34.61092,-58.39951,Entire home/apt,10000,3,5,2022-01-30,0.15,1,0,3,65.93
9375,40562875,"Exclusivo 3amb, cochera, terraza y parrilla propia",259388939,Evangelina,Villa Urquiza,-34.57357,-58.47196,Entire home/apt,16143,5,4,2022-07-19,0.13,1,176,3,106.44
9377,40726221,✦ Fast wifi at Heart of Palermo ✦ 1BR comfy home ✦,74885919,Be Local,Palermo,-34.58697,-58.43974,Entire home/apt,5418,1,33,2022-08-01,0.98,62,61,21,35.72
9378,40565713,Depto. con terraza integrada en Palermo Hollywood,46813871,Brenda,Palermo,-34.57724,-58.44093,Entire home/apt,3619,7,3,2022-02-28,0.09,1,233,1,23.86
9379,40726388,Recoleta Apartment - Quiet and comfortable,99257352,Pablo Alfonso,Recoleta,-34.59198,-58.39814,Entire home/apt,3185,3,31,2022-03-19,0.92,1,21,8,21.0
9380,40566247,"Hermoso, turismo, estudio,  pileta, en San Telmo",222432318,Martin,Constitucion,-34.619736,-58.388226,Entire home/apt,4343,5,2,2022-06-20,0.06,3,241,1,28.63
9381,40566260,Studio porteño para 2 personas!,23940191,Maria Bettina,Constitucion,-34.61787,-58.38237,Entire home/apt,2895,3,2,2020-01-05,0.06,1,0,0,19.09
9382,40728643,"Apartamento Nuevo c/piscina, cochera (Bombonera).",105759150,Verónica,Boca,-34.63909,-58.36483,Entire home/apt,6500,2,3,2020-01-31,0.09,3,365,0,42.86
9383,40566823,Las Heras Flat,12022386,Fernanda,Palermo,-34.583,-58.41018,Entire home/apt,13500,2,10,2022-01-06,0.3,3,356,3,89.01
9384,40579287,Great location & exquisite design,314226600,Eugenia,San Nicolas,-34.59889,-58.37618,Entire home/apt,10340,2,20,2022-09-01,0.6,3,273,6,68.17
9385,40580311,Beautiful Apartment in Palermo Soho,312242867,Gaston,Palermo,-34.58169,-58.42495,Entire home/apt,7238,2,7,2022-07-11,0.22,2,305,4,47.72
9386,40580819,A cozy place in the heart of Recoleta,171360065,Annika,Recoleta,-34.58985,-58.39267,Entire home/apt,5790,3,26,2022-09-06,0.77,4,306,11,38.17
9387,40729327,Palermo Golf and Forrest.,316159382,Maria Antonia,Belgrano,-34.55497,-58.43938,Entire home/apt,6514,3,0,0,0.0,1,129,0,42.95
9388,40586720,Excellent studio / 2PAX - Located in the heart of Palermo,2597734,Welcome2BA,Palermo,-34.58006,-58.40861,Entire home/apt,6659,4,23,2022-03-28,0.68,41,240,13,43.9
9389,40588648,"Kunsten, tango en inspiratie",41077765,Yiyi,Palermo,-34.59613,-58.4195,Shared room,5000,2,0,0,0.0,2,50,0,32.97
9390,40730216,Charming an sunny one  bed queen apartmen  2 rooms,3978474,Pablo,Colegiales,-34.57519,-58.44969,Entire home/apt,4343,3,4,2022-07-01,0.12,1,44,2,28.63
9391,40588726,Feel like home in Recoleta,59869737,Catalina,Recoleta,-34.59354,-58.40106,Entire home/apt,5790,3,40,2022-09-19,1.19,1,47,26,38.17
9392,40731473,Palermo Cañitas Design Apartment,20234137,Jose L,Palermo,-34.56559,-58.43778,Entire home/apt,5066,2,5,2021-07-11,0.16,1,45,0,33.4
9393,40588925,2 ambientes espectacular Palermo Soho (8°A),312007505,Norberto,Palermo,-34.58061,-58.42695,Entire home/apt,6204,2,80,2022-09-21,2.37,3,275,36,40.9
9394,40589301,MONOAMBIENTE -PALERMO SOHO (8°B),312007505,Norberto,Palermo,-34.58061,-58.4248,Entire home/apt,4550,2,59,2022-09-05,1.74,3,261,19,30.0
9395,40740860,"A ESTRENAR, IDEAL ESTANCIAS LARGAS, SÚPER UBICADO.",139152382,Flora,Palermo,-34.57356,-58.42095,Entire home/apt,3474,30,2,2020-03-02,0.06,5,269,0,22.9
9396,40743717,Individual room in Plaza San Martin (shared apt),51891775,Annika,Retiro,-34.59719,-58.38137,Private room,2316,7,0,0,0.0,11,114,0,15.27
9397,40590376,Espectacular departamento en inmejorable zona,160313242,Ezequiel,Recoleta,-34.59273,-58.40464,Entire home/apt,9843,1,1,2020-01-09,0.03,1,91,0,64.9
9399,40592164,Lovely House in Palermo Soho,11039889,Oliver,Palermo,-34.58957,-58.4307,Entire home/apt,5790,3,4,2022-09-17,3.64,6,292,4,38.17
9400,40744793,Spacious and Confortable Apt in Cañitas (5PAX),316377053,Laura,Palermo,-34.56677,-58.43898,Entire home/apt,7961,2,25,2022-08-22,0.8,1,73,23,52.49
9401,40593399,Perfect for 2 in Recoleta. Arenales y Rod.Peña,155028430,Martín Y Natalia,Recoleta,-34.59496,-58.39059,Entire home/apt,5356,4,25,2022-08-24,0.75,2,138,11,35.31
9402,40745464,Departamento luminoso en la zona del DOHO,150021818,Marina,Villa Urquiza,-34.57647,-58.47535,Entire home/apt,2316,1,12,2020-03-08,0.36,1,0,0,15.27
9403,40593777,Hogar en el corazón de San Telmo con buena onda!,266515185,Florencia,San Telmo,-34.62564,-58.3719,Private room,2895,5,0,0,0.0,1,363,0,19.09
9404,40593945,Cómodo y luminoso departamento en Caballito,314541859,Adrián,Caballito,-34.61495,-58.43414,Entire home/apt,7093,2,28,2022-09-18,0.83,1,339,15,46.77
9405,40746421,Buenos Aires House. Pura luz y confort. Terraza!,316390743,Valeria,Villa Ortuzar,-34.58708,-58.46536,Entire home/apt,36000,10,0,0,0.0,1,365,0,237.36
9406,40595340,SOLER ART STUDIOS III C- Palermo Hollywood,314556254,Vanesa Romina,Palermo,-34.58002,-58.43523,Entire home/apt,4343,2,62,2022-09-07,1.84,1,0,37,28.63
9407,40746960,SOLER ART STUDIOS IVD- Palermo Hollywood,316397541,Graciela,Palermo,-34.57941,-58.43421,Entire home/apt,4343,2,77,2022-09-05,2.28,1,1,32,28.63
9408,40603855,Apartamento Clásico Plus II,1096393,Gisela,Belgrano,-34.55244,-58.45233,Entire home/apt,9698,1,0,0,0.0,8,0,0,63.94
9409,40607683,Studio 8 Palermo,40873025,Fabian,Palermo,-34.58915,-58.41228,Entire home/apt,3619,3,37,2022-09-06,1.16,3,204,27,23.86
9410,40748349,Monoambiente en Caballito - Studio apartment,99155768,María Clara,Caballito,-34.60841,-58.44357,Entire home/apt,2750,2,43,2022-09-11,2.04,1,73,30,18.13
9411,40607908,Recoleta monoamb. con balcon  - cómodo y luminoso,239532278,Diego,Recoleta,-34.59007,-58.39902,Entire home/apt,4343,2,2,2020-02-05,0.06,1,0,0,28.63
9412,40748598,Amplio y luminoso departamento en pleno Recoleta,100941159,Helen,Recoleta,-34.58983,-58.39298,Entire home/apt,4053,4,4,2022-07-23,0.66,1,8,4,26.72
9413,40749067,Departamento del Lago - Beautiful park/lake view!!,16232214,Michael,Palermo,-34.55507,-58.43621,Entire home/apt,12014,4,7,2022-07-28,0.21,1,0,5,79.21
9414,40610788,Cómodo monoambiente para matrimonio equipado full,314695956,Ruben,Recoleta,-34.59515,-58.38914,Entire home/apt,5066,4,0,0,0.0,1,88,0,33.4
9415,40611928,PALERMO BOHEME | BONJOUR BA,82531946,Maria Laura,Palermo,-34.58469,-58.43899,Entire home/apt,4198,2,24,2022-09-04,0.71,3,340,19,27.68
9416,40612152,Precioso dúplex en pleno corazón de Buenos Aires!,270366870,Sandra Fabiana,San Nicolas,-34.60759,-58.38712,Entire home/apt,3154,7,14,2022-05-22,0.43,1,244,10,20.8
9417,40615522,Loft con estilo! Ubicacion! Hidromasaje! 1 o 2 pax,51055621,Cecilia,Villa Crespo,-34.59528,-58.4297,Entire home/apt,5790,3,2,2022-01-26,0.06,4,0,1,38.17
9418,40750155,Depto entero 2 ambientes,62034950,Valeria,Belgrano,-34.55498,-58.45798,Entire home/apt,3122,20,12,2020-03-17,0.36,1,295,0,20.58
9419,40621842,ESPACIO NATURAL EN EL CORAZON DE LA CIUDAD,313176285,Pedro,Monserrat,-34.61736,-58.38932,Entire home/apt,15000,2,14,2020-03-17,0.42,1,89,0,98.9
9420,40752357,Perfect studio! Alto Palermo town (Best location),29950050,Hernan,Palermo,-34.58675,-58.41378,Entire home/apt,4343,15,13,2020-11-30,0.39,1,153,0,28.63
9421,40622737,Hermoso departamento en el corazón de Palermo,271916470,Jorge Luis,Palermo,-34.58664,-58.41387,Entire home/apt,6257,3,1,2022-04-15,0.19,1,303,1,41.25
9422,40626718,Amplio apartamento en gran torre,161327,Mariano,Caballito,-34.61439,-58.43858,Entire home/apt,3619,20,1,2022-01-15,0.12,12,249,1,23.86
9423,40752401,Beautiful and cute apartment. Trendy neighborhood!,614906,Miel,Palermo,-34.57459,-58.44305,Entire home/apt,3619,15,1,2020-01-25,0.03,1,0,0,23.86
9425,40632694,Recoleta nicest loft,34269515,Caique,Recoleta,-34.59595,-58.38931,Entire home/apt,21713,4,1,2022-05-06,0.21,1,363,1,143.16
9426,40752784,Amplio y Luminoso Apartamento en Palermo Turistico,296115783,Maria,Palermo,-34.57703,-58.41353,Entire home/apt,7238,2,2,2020-11-27,0.07,2,325,0,47.72
9427,40636748,Cozy & Bright-Great View /Gym / Pool/ 24hs Security | Welcome2BA Team,2597734,Welcome2BA,Palermo,-34.58324,-58.42532,Entire home/apt,6245,7,17,2022-09-04,0.93,41,128,14,41.17
9428,40754978,2 ambientes en recoleta,3197467,Natalia Paola,Recoleta,-34.59613,-58.40867,Entire home/apt,3846,1,5,2022-08-31,0.15,1,55,4,25.36
9429,40636840,2BD/2BTH Apartment in Puerto Madero,315030267,Violeta,Puerto Madero,-34.61099,-58.36212,Entire home/apt,13752,2,24,2022-08-24,0.73,1,78,21,90.67
9430,40640132,"Suite doble en Apart Hotel de categoría, Floresta",223855671,Avellaneda Aparts & Suites,Floresta,-34.62905,-58.48538,Private room,22000,1,0,0,0.0,10,360,0,145.05
9431,40756494,Modern in Palermo Soho with ultra fast broadband,162264115,Marcelo,Palermo,-34.58685,-58.42373,Entire home/apt,7238,10,13,2021-02-25,0.4,1,36,0,47.72
9432,40640765,OBELISCO,315135344,Diego,San Nicolas,-34.60537338256836,-58.38912963867188,Entire home/apt,6617,1,13,2022-09-20,1.9,1,361,13,43.63
9433,40649841,Silky  Studio II  in Palermo Hollywood,257651804,Ivan,Palermo,-34.58062,-58.42893,Entire home/apt,5066,3,1,2019-12-26,0.03,2,46,0,33.4
9435,40760492,Terrific Loft with Huge Terrace and BBQ,1875949,Diego,Palermo,-34.59363,-58.42034,Entire home/apt,18818,10,0,0,0.0,75,51,0,124.07
9436,40760614,Alojamiento entero en Palermo Soho,119519937,Florencia,Villa Crespo,-34.59542,-58.42928,Entire home/apt,6800,3,1,2022-01-09,0.12,1,88,1,44.83
9437,40651837,Hermoso departamento en pleno centro porteño,154458005,Lucia,Monserrat,-34.60919,-58.38129,Entire home/apt,8396,2,0,0,0.0,1,149,0,55.36
9438,40770691,Beautiful Apartment & great location!,160287568,María,Retiro,-34.5956,-58.38185,Entire home/apt,22953,1,0,0,0.0,1,363,0,151.34
9439,40655784,Moderno edifico a 4 cuadras shopping alto Palermo,268558775,Josefina,Recoleta,-34.58808,-58.40491,Entire home/apt,13752,6,0,0,0.0,1,267,0,90.67
9440,40772333,"Gorgeous apartment in Recoleta, Buenos Aires",108797921,Lucrecia,Recoleta,-34.59147,-58.39549,Entire home/apt,3474,5,7,2021-07-25,0.22,2,140,0,22.9
9441,40655924,LIBERTAD,315313725,Rayen,San Nicolas,-34.60338,-58.38271,Entire home/apt,4343,2,3,2020-01-20,0.09,1,0,0,28.63
9442,40777004,ALTO Y LUMINOSO - MIRAGE TOWER 04,59424795,Mirage Tower,Villa Crespo,-34.58936,-58.43762,Entire home/apt,4652,3,9,2022-07-17,0.27,1,144,1,30.67
9443,40656059,Hermoso duplex en Recoleta. Listo para disfrutar!!,75664386,Fernando,Recoleta,-34.59622,-58.41016,Entire home/apt,4053,5,19,2022-08-27,0.57,1,239,9,26.72
9445,40667956,Fantastic & Great Apartment Obelisco!,313656829,Marisa,San Nicolas,-34.60422,-58.38704,Entire home/apt,6514,3,2,2022-06-12,0.06,1,26,1,42.95
9446,40777786,Amazing view in Buenos Aires,151291662,Andrea,Balvanera,-34.60142,-58.39623,Entire home/apt,5770,4,3,2020-03-03,0.09,1,39,0,38.04
9447,40778555,Beautiful Apartment w/ River View in Retiro,8903026,Nathalia,Retiro,-34.59305,-58.37522,Entire home/apt,3908,3,23,2022-09-15,1.39,8,321,19,25.77
9448,40668865,Top floor cozy unit with terrace in great location,49551924,Max,Palermo,-34.57825,-58.42277,Entire home/apt,8685,4,12,2022-07-29,0.36,1,229,6,57.26
9449,40782231,Hermoso departamento en la mejor ubicación...,52454767,Daniel,Palermo,-34.56697,-58.44488,Entire home/apt,7238,2,38,2022-09-10,1.14,1,231,30,47.72
9450,40787161,Hermoso departamento en ubicación inigualable,199766966,Pia,Retiro,-34.5922,-58.37841,Entire home/apt,5066,2,0,0,0.0,1,59,0,33.4
9451,40672413,"Corazon de San Telmo, luminoso y comodo",291083802,Norali,San Telmo,-34.61897,-58.36978,Entire home/apt,4260,4,11,2022-09-13,0.34,1,364,7,28.09
9452,40677208,Bright and comfortable PH appartment in Palermo ❤️,120220970,María José,Palermo,-34.5817,-58.43547,Entire home/apt,3728,4,47,2022-05-01,1.44,1,225,24,24.58
9453,40677493,Apartament Tango&TheCity,315603048,Graciela Susana,San Nicolas,-34.60332,-58.37728,Entire home/apt,4343,3,14,2022-09-18,0.42,1,150,10,28.63
9454,40796977,Splendid Studio Apartment in Belgrano II,15900304,Gabriel,Colegiales,-34.569401,-58.447372,Entire home/apt,5559,1,9,2022-09-03,0.27,51,356,4,36.65
9455,40677601,Ideal home office,189908320,Marisa,Chacarita,-34.58407,-58.4527,Entire home/apt,3040,5,9,2022-09-15,0.28,2,328,3,20.04
9456,40690109,Monoambiente Luminoso en pleno Recoleta,315821792,Mechi,Recoleta,-34.59381,-58.39729,Entire home/apt,1500,1,8,2021-09-30,0.25,1,10,1,9.89
9457,40799222,"Enjoy BA! Chic 1BR near the subway, Palermo Queens",7986525,Matias,Villa Crespo,-34.60021,-58.43361,Entire home/apt,5087,2,24,2022-08-28,1.34,22,47,20,33.54
9458,40692163,Great 1 bedroom 2 bathroom/office space/Recoleta,530261,Luciano,Recoleta,-34.59395,-58.39929,Entire home/apt,6514,14,12,2022-07-24,0.37,27,222,5,42.95
9459,40692195,Chic Studio w/Pool+Gym+Security Palermo Hollywood,2001365,Daiana,Palermo,-34.58047,-58.44153,Entire home/apt,4588,7,28,2022-04-18,0.83,4,233,7,30.25
9460,40800682,Adorable apartment overlooking Santa Fe Avenue,32926,Nelson,Retiro,-34.5963,-58.37987,Entire home/apt,5273,2,7,2022-09-19,0.61,2,359,7,34.77
9461,40801606,Musica & Arte enfrente del Jardín Botánico-PALERMO,1164564,Mina,Palermo,-34.58185,-58.41745,Entire home/apt,6514,1,18,2022-09-01,0.53,1,72,8,42.95
9462,40693003,Best Spot in Canitas -  Amazing Polo Views,11483615,Mariana,Palermo,-34.57128,-58.43036,Entire home/apt,14331,3,9,2022-07-03,0.27,44,244,4,94.49
9463,40802305,Moderno Apartamento en el barrio de Palermo,300793946,Facundo,Palermo,-34.58341,-58.42594,Entire home/apt,6514,2,27,2022-09-01,0.81,3,136,8,42.95
9464,40802575,Splendid 2 Rooms in Belgrano IV,15900304,Gabriel,Colegiales,-34.569401,-58.447372,Entire home/apt,7280,1,6,2022-05-15,0.18,51,323,3,48.0
9465,40803551,¡Charming apartment in the historic center!,2331926,Juan Cristóbal,Monserrat,-34.61019,-58.38597,Entire home/apt,6514,1,77,2022-05-17,2.3,1,161,24,42.95
9466,40695276,Gran Departamento en espectacular zona de Palermo,315864645,Guillermo,Palermo,-34.58788,-58.4124,Entire home/apt,12304,2,2,2022-05-21,0.06,1,132,1,81.12
9467,40696473,Apartment in Palermo Soho. Best location & Confort,51063615,Tomas,Palermo,-34.58319,-58.42355,Entire home/apt,6514,14,25,2022-07-23,0.75,1,256,12,42.95
9468,40805237,Compartir departamento en Buenos Aires,317202576,Maria,Nuñez,-34.55306,-58.45837,Private room,2171,3,0,0,0.0,1,356,0,14.31
9469,40806307,Hermosa habitación en Buenos Aires,281682612,Guillermo,San Cristobal,-34.62312,-58.40711,Private room,2867,1,0,0,0.0,1,110,0,18.9
